indice_tiempo,region_de_destino,categoria_del_hotel,tarifa_media_diaria_en_usd,observaciones
2012-07-01,Litoral,4 y 5 estrellas,98.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Litoral,Para Hoteles,43.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Litoral,Total,67.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Norte,1 y 2 estrellas,57.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Norte,3 estrellas/boutiques/aparts,75.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Norte,4 y 5 estrellas,103.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Norte,Para Hoteles,37.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Norte,Total,67.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Patagonia,1 y 2 estrellas,51.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Patagonia,3 estrellas/boutiques/aparts,101.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Patagonia,4 y 5 estrellas,167.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Patagonia,Para Hoteles,58.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-07-01,Patagonia,Total,93.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Buenos Aires,1 y 2 estrellas,33.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Buenos Aires,3 estrellas/boutiques/aparts,68.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Buenos Aires,4 y 5 estrellas,91.35,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Buenos Aires,Para Hoteles,42.82,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Buenos Aires,Total,55.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,CABA,1 y 2 estrellas,50.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,CABA,3 estrellas/boutiques/aparts,76.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,CABA,4 y 5 estrellas,112.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,CABA,Para Hoteles,25.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,CABA,Total,81.79,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Cuyo,1 y 2 estrellas,38.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Cuyo,3 estrellas/boutiques/aparts,61.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Cuyo,4 y 5 estrellas,135.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Cuyo,Para Hoteles,27.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Cuyo,Total,73.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Córdoba,1 y 2 estrellas,39.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Córdoba,3 estrellas/boutiques/aparts,69.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Córdoba,4 y 5 estrellas,85.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Córdoba,Para Hoteles,67.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Córdoba,Total,63.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Litoral,1 y 2 estrellas,43.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Litoral,3 estrellas/boutiques/aparts,56.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Litoral,4 y 5 estrellas,94.21,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Litoral,Para Hoteles,43.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Litoral,Total,66.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Norte,1 y 2 estrellas,54.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Norte,3 estrellas/boutiques/aparts,66.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Norte,4 y 5 estrellas,86.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Norte,Para Hoteles,32.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Norte,Total,59.86,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Patagonia,1 y 2 estrellas,44.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Patagonia,3 estrellas/boutiques/aparts,100.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Patagonia,4 y 5 estrellas,137.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Patagonia,Para Hoteles,51.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-08-01,Patagonia,Total,81.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Buenos Aires,1 y 2 estrellas,30.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Buenos Aires,3 estrellas/boutiques/aparts,69.1,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Buenos Aires,4 y 5 estrellas,92.84,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Buenos Aires,Para Hoteles,43.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Buenos Aires,Total,57.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,CABA,1 y 2 estrellas,46.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,CABA,3 estrellas/boutiques/aparts,75.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,CABA,4 y 5 estrellas,113.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,CABA,Para Hoteles,25.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,CABA,Total,82.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Cuyo,1 y 2 estrellas,39.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Cuyo,3 estrellas/boutiques/aparts,59.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Cuyo,4 y 5 estrellas,110.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Cuyo,Para Hoteles,27.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Cuyo,Total,65.92,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Córdoba,1 y 2 estrellas,41.03,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Córdoba,3 estrellas/boutiques/aparts,62.6,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Córdoba,4 y 5 estrellas,86.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Córdoba,Para Hoteles,59.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Córdoba,Total,60.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Litoral,1 y 2 estrellas,42.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Litoral,3 estrellas/boutiques/aparts,57.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Litoral,4 y 5 estrellas,96.48,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Litoral,Para Hoteles,41.92,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Litoral,Total,65.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Norte,1 y 2 estrellas,51.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Norte,3 estrellas/boutiques/aparts,63.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Norte,4 y 5 estrellas,91.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Norte,Para Hoteles,36.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Norte,Total,61.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Patagonia,1 y 2 estrellas,46.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Patagonia,3 estrellas/boutiques/aparts,100.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Patagonia,4 y 5 estrellas,112.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Patagonia,Para Hoteles,50.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-09-01,Patagonia,Total,79.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Buenos Aires,1 y 2 estrellas,34.08,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Buenos Aires,3 estrellas/boutiques/aparts,73.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Buenos Aires,4 y 5 estrellas,97.93,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Buenos Aires,Para Hoteles,40.95,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Buenos Aires,Total,56.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,CABA,1 y 2 estrellas,48.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,CABA,3 estrellas/boutiques/aparts,78.37,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,CABA,4 y 5 estrellas,120.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,CABA,Para Hoteles,24.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,CABA,Total,86.44,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Cuyo,1 y 2 estrellas,38.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Cuyo,3 estrellas/boutiques/aparts,62.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Cuyo,4 y 5 estrellas,95.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Cuyo,Para Hoteles,26.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Cuyo,Total,60.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Córdoba,1 y 2 estrellas,43.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Córdoba,3 estrellas/boutiques/aparts,62.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Córdoba,4 y 5 estrellas,78.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Córdoba,Para Hoteles,79.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Córdoba,Total,62.62,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Litoral,1 y 2 estrellas,40.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Litoral,3 estrellas/boutiques/aparts,58.53,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Litoral,4 y 5 estrellas,96.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Litoral,Para Hoteles,47.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Litoral,Total,67.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Norte,1 y 2 estrellas,51.92,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Norte,3 estrellas/boutiques/aparts,63.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Norte,4 y 5 estrellas,93.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Norte,Para Hoteles,33.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Norte,Total,62.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Patagonia,1 y 2 estrellas,46.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Patagonia,3 estrellas/boutiques/aparts,92.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Patagonia,4 y 5 estrellas,117.76,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Patagonia,Para Hoteles,44.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-10-01,Patagonia,Total,75.59,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,Buenos Aires,1 y 2 estrellas,35.23,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,Buenos Aires,3 estrellas/boutiques/aparts,74.24,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,Buenos Aires,4 y 5 estrellas,102.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,Buenos Aires,Para Hoteles,47.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,Buenos Aires,Total,62.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,CABA,1 y 2 estrellas,47.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2012-11-01,CABA,3 estrellas/boutiques/aparts,78.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
