indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo,observaciones
2022-02-01,Patagonia,Para Hoteles,2738,""
2022-03-01,Buenos Aires,1 y 2 estrellas,1830,""
2022-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2721,""
2022-03-01,Buenos Aires,4 y 5 estrellas,2191,""
2022-03-01,Buenos Aires,Para Hoteles,3130,""
2022-03-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,3 estrellas/boutiques/aparts,2135,""
2022-03-01,CABA,4 y 5 estrellas,6647,""
2022-03-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Cuyo,1 y 2 estrellas,835,""
2022-03-01,Cuyo,3 estrellas/boutiques/aparts,1379,""
2022-03-01,Cuyo,4 y 5 estrellas,3000,""
2022-03-01,Cuyo,Para Hoteles,715,""
2022-03-01,Córdoba,1 y 2 estrellas,902,""
2022-03-01,Córdoba,3 estrellas/boutiques/aparts,1856,""
2022-03-01,Córdoba,4 y 5 estrellas,732,""
2022-03-01,Córdoba,Para Hoteles,2397,""
2022-03-01,Litoral,1 y 2 estrellas,483,""
2022-03-01,Litoral,3 estrellas/boutiques/aparts,1194,""
2022-03-01,Litoral,4 y 5 estrellas,4602,""
2022-03-01,Litoral,Para Hoteles,1241,""
2022-03-01,Norte,1 y 2 estrellas,753,""
2022-03-01,Norte,3 estrellas/boutiques/aparts,1465,""
2022-03-01,Norte,4 y 5 estrellas,2267,""
2022-03-01,Norte,Para Hoteles,1353,""
2022-03-01,Patagonia,1 y 2 estrellas,1724,""
2022-03-01,Patagonia,3 estrellas/boutiques/aparts,2943,""
2022-03-01,Patagonia,4 y 5 estrellas,4629,""
2022-03-01,Patagonia,Para Hoteles,2564,""
2022-04-01,Buenos Aires,1 y 2 estrellas,1245,""
2022-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2385,""
2022-04-01,Buenos Aires,4 y 5 estrellas,1799,""
2022-04-01,Buenos Aires,Para Hoteles,2423,""
2022-04-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,3 estrellas/boutiques/aparts,2219,""
2022-04-01,CABA,4 y 5 estrellas,6436,""
2022-04-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Cuyo,1 y 2 estrellas,842,""
2022-04-01,Cuyo,3 estrellas/boutiques/aparts,1377,""
2022-04-01,Cuyo,4 y 5 estrellas,3159,""
2022-04-01,Cuyo,Para Hoteles,717,""
2022-04-01,Córdoba,1 y 2 estrellas,917,""
2022-04-01,Córdoba,3 estrellas/boutiques/aparts,1754,""
2022-04-01,Córdoba,4 y 5 estrellas,655,""
2022-04-01,Córdoba,Para Hoteles,2373,""
2022-04-01,Litoral,1 y 2 estrellas,485,""
2022-04-01,Litoral,3 estrellas/boutiques/aparts,1230,""
2022-04-01,Litoral,4 y 5 estrellas,4296,""
2022-04-01,Litoral,Para Hoteles,1279,""
2022-04-01,Norte,1 y 2 estrellas,799,""
2022-04-01,Norte,3 estrellas/boutiques/aparts,1531,""
2022-04-01,Norte,4 y 5 estrellas,2525,""
2022-04-01,Norte,Para Hoteles,1363,""
2022-04-01,Patagonia,1 y 2 estrellas,1274,""
2022-04-01,Patagonia,3 estrellas/boutiques/aparts,2782,""
2022-04-01,Patagonia,4 y 5 estrellas,4867,""
2022-04-01,Patagonia,Para Hoteles,2033,""
2022-05-01,Buenos Aires,1 y 2 estrellas,663,""
2022-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1748,""
2022-05-01,Buenos Aires,4 y 5 estrellas,1818,""
2022-05-01,Buenos Aires,Para Hoteles,1953,""
2022-05-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,3 estrellas/boutiques/aparts,2145,""
2022-05-01,CABA,4 y 5 estrellas,7679,""
2022-05-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Cuyo,1 y 2 estrellas,836,""
2022-05-01,Cuyo,3 estrellas/boutiques/aparts,1368,""
2022-05-01,Cuyo,4 y 5 estrellas,3191,""
2022-05-01,Cuyo,Para Hoteles,656,""
2022-05-01,Córdoba,1 y 2 estrellas,674,""
2022-05-01,Córdoba,3 estrellas/boutiques/aparts,1710,""
2022-05-01,Córdoba,4 y 5 estrellas,687,""
2022-05-01,Córdoba,Para Hoteles,1969,""
2022-05-01,Litoral,1 y 2 estrellas,493,""
2022-05-01,Litoral,3 estrellas/boutiques/aparts,1292,""
2022-05-01,Litoral,4 y 5 estrellas,4338,""
2022-05-01,Litoral,Para Hoteles,1348,""
2022-05-01,Norte,1 y 2 estrellas,817,""
2022-05-01,Norte,3 estrellas/boutiques/aparts,1551,""
2022-05-01,Norte,4 y 5 estrellas,2219,""
2022-05-01,Norte,Para Hoteles,1348,""
2022-05-01,Patagonia,1 y 2 estrellas,1105,""
2022-05-01,Patagonia,3 estrellas/boutiques/aparts,2211,""
2022-05-01,Patagonia,4 y 5 estrellas,3557,""
2022-05-01,Patagonia,Para Hoteles,1741,""
2022-06-01,Buenos Aires,1 y 2 estrellas,682,""
2022-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1921,""
2022-06-01,Buenos Aires,4 y 5 estrellas,1557,""
2022-06-01,Buenos Aires,Para Hoteles,2100,""
2022-06-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,3 estrellas/boutiques/aparts,2261,""
2022-06-01,CABA,4 y 5 estrellas,7319,""
2022-06-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Cuyo,1 y 2 estrellas,842,""
2022-06-01,Cuyo,3 estrellas/boutiques/aparts,1344,""
2022-06-01,Cuyo,4 y 5 estrellas,2917,""
2022-06-01,Cuyo,Para Hoteles,625,""
2022-06-01,Córdoba,1 y 2 estrellas,814,""
2022-06-01,Córdoba,3 estrellas/boutiques/aparts,1783,""
2022-06-01,Córdoba,4 y 5 estrellas,660,""
2022-06-01,Córdoba,Para Hoteles,1952,""
2022-06-01,Litoral,1 y 2 estrellas,485,""
2022-06-01,Litoral,3 estrellas/boutiques/aparts,1301,""
2022-06-01,Litoral,4 y 5 estrellas,4209,""
2022-06-01,Litoral,Para Hoteles,1252,""
2022-06-01,Norte,1 y 2 estrellas,834,""
2022-06-01,Norte,3 estrellas/boutiques/aparts,1507,""
2022-06-01,Norte,4 y 5 estrellas,2581,""
2022-06-01,Norte,Para Hoteles,1439,""
2022-06-01,Patagonia,1 y 2 estrellas,1244,""
2022-06-01,Patagonia,3 estrellas/boutiques/aparts,2602,""
2022-06-01,Patagonia,4 y 5 estrellas,4442,""
2022-06-01,Patagonia,Para Hoteles,1681,""
2022-07-01,Buenos Aires,1 y 2 estrellas,837,""
2022-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1997,""
2022-07-01,Buenos Aires,4 y 5 estrellas,1642,""
2022-07-01,Buenos Aires,Para Hoteles,2073,""
2022-07-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,3 estrellas/boutiques/aparts,2356,""
2022-07-01,CABA,4 y 5 estrellas,7483,""
2022-07-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,Cuyo,1 y 2 estrellas,848,""
2022-07-01,Cuyo,3 estrellas/boutiques/aparts,1394,""
2022-07-01,Cuyo,4 y 5 estrellas,3194,""
2022-07-01,Cuyo,Para Hoteles,662,""
2022-07-01,Córdoba,1 y 2 estrellas,852,""
2022-07-01,Córdoba,3 estrellas/boutiques/aparts,1771,""
2022-07-01,Córdoba,4 y 5 estrellas,721,""
2022-07-01,Córdoba,Para Hoteles,2172,""
2022-07-01,Litoral,1 y 2 estrellas,505,""
2022-07-01,Litoral,3 estrellas/boutiques/aparts,1302,""
2022-07-01,Litoral,4 y 5 estrellas,4292,""
2022-07-01,Litoral,Para Hoteles,1334,""
2022-07-01,Norte,1 y 2 estrellas,893,""
2022-07-01,Norte,3 estrellas/boutiques/aparts,1675,""
2022-07-01,Norte,4 y 5 estrellas,2463,""
2022-07-01,Norte,Para Hoteles,1440,""
2022-07-01,Patagonia,1 y 2 estrellas,1956,""
2022-07-01,Patagonia,3 estrellas/boutiques/aparts,2652,""
2022-07-01,Patagonia,4 y 5 estrellas,4573,""
2022-07-01,Patagonia,Para Hoteles,2345,""
2022-08-01,Buenos Aires,1 y 2 estrellas,706,""
2022-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1983,""
2022-08-01,Buenos Aires,4 y 5 estrellas,1958,""
2022-08-01,Buenos Aires,Para Hoteles,2194,""
2022-08-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,3 estrellas/boutiques/aparts,2399,""
2022-08-01,CABA,4 y 5 estrellas,7424,""
2022-08-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,Cuyo,1 y 2 estrellas,812,""
2022-08-01,Cuyo,3 estrellas/boutiques/aparts,1461,""
2022-08-01,Cuyo,4 y 5 estrellas,4076,""
2022-08-01,Cuyo,Para Hoteles,637,""
2022-08-01,Córdoba,1 y 2 estrellas,861,""
2022-08-01,Córdoba,3 estrellas/boutiques/aparts,1726,""
2022-08-01,Córdoba,4 y 5 estrellas,765,""
2022-08-01,Córdoba,Para Hoteles,2057,""
2022-08-01,Litoral,1 y 2 estrellas,525,""
2022-08-01,Litoral,3 estrellas/boutiques/aparts,1349,""
2022-08-01,Litoral,4 y 5 estrellas,4636,""
2022-08-01,Litoral,Para Hoteles,1369,""
2022-08-01,Norte,1 y 2 estrellas,868,""
2022-08-01,Norte,3 estrellas/boutiques/aparts,1518,""
2022-08-01,Norte,4 y 5 estrellas,2489,""
2022-08-01,Norte,Para Hoteles,1399,""
2022-08-01,Patagonia,1 y 2 estrellas,1762,""
2022-08-01,Patagonia,3 estrellas/boutiques/aparts,2791,""
2022-08-01,Patagonia,4 y 5 estrellas,4923,""
2022-08-01,Patagonia,Para Hoteles,2479,""
2022-09-01,Buenos Aires,1 y 2 estrellas,1144,""
2022-09-01,Buenos Aires,3 estrellas/boutiques/aparts,2212,""
2022-09-01,Buenos Aires,4 y 5 estrellas,1651,""
2022-09-01,Buenos Aires,Para Hoteles,2313,""
2022-09-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,3 estrellas/boutiques/aparts,2435,""
2022-09-01,CABA,4 y 5 estrellas,7644,""
2022-09-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,Cuyo,1 y 2 estrellas,844,""
2022-09-01,Cuyo,3 estrellas/boutiques/aparts,1387,""
2022-09-01,Cuyo,4 y 5 estrellas,3516,""
2022-09-01,Cuyo,Para Hoteles,687,""
2022-09-01,Córdoba,1 y 2 estrellas,733,""
2022-09-01,Córdoba,3 estrellas/boutiques/aparts,1734,""
2022-09-01,Córdoba,4 y 5 estrellas,786,""
2022-09-01,Córdoba,Para Hoteles,2009,""
2022-09-01,Litoral,1 y 2 estrellas,537,""
2022-09-01,Litoral,3 estrellas/boutiques/aparts,1307,""
2022-09-01,Litoral,4 y 5 estrellas,4851,""
2022-09-01,Litoral,Para Hoteles,1430,""
2022-09-01,Norte,1 y 2 estrellas,884,""
2022-09-01,Norte,3 estrellas/boutiques/aparts,1437,""
2022-09-01,Norte,4 y 5 estrellas,2488,""
2022-09-01,Norte,Para Hoteles,1353,""
2022-09-01,Patagonia,1 y 2 estrellas,1918,""
2022-09-01,Patagonia,3 estrellas/boutiques/aparts,2724,""
2022-09-01,Patagonia,4 y 5 estrellas,4891,""
2022-09-01,Patagonia,Para Hoteles,2135,""
2022-10-01,Buenos Aires,1 y 2 estrellas,1126,""
2022-10-01,Buenos Aires,3 estrellas/boutiques/aparts,2557,""
2022-10-01,Buenos Aires,4 y 5 estrellas,1695,""
2022-10-01,Buenos Aires,Para Hoteles,2658,""
2022-10-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,CABA,3 estrellas/boutiques/aparts,2374,""
2022-10-01,CABA,4 y 5 estrellas,7704,""
2022-10-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,Cuyo,1 y 2 estrellas,801,""
2022-10-01,Cuyo,3 estrellas/boutiques/aparts,1411,""
2022-10-01,Cuyo,4 y 5 estrellas,3979,""
2022-10-01,Cuyo,Para Hoteles,655,""
2022-10-01,Córdoba,1 y 2 estrellas,949,""
2022-10-01,Córdoba,3 estrellas/boutiques/aparts,1756,""
2022-10-01,Córdoba,4 y 5 estrellas,773,""
2022-10-01,Córdoba,Para Hoteles,2106,""
2022-10-01,Litoral,1 y 2 estrellas,528,""
2022-10-01,Litoral,3 estrellas/boutiques/aparts,1327,""
2022-10-01,Litoral,4 y 5 estrellas,5353,""
2022-10-01,Litoral,Para Hoteles,1421,""
2022-10-01,Norte,1 y 2 estrellas,831,""
2022-10-01,Norte,3 estrellas/boutiques/aparts,1418,""
2022-10-01,Norte,4 y 5 estrellas,2466,""
2022-10-01,Norte,Para Hoteles,1351,""
2022-10-01,Patagonia,1 y 2 estrellas,1895,""
2022-10-01,Patagonia,3 estrellas/boutiques/aparts,2997,""
2022-10-01,Patagonia,4 y 5 estrellas,4798,""
2022-10-01,Patagonia,Para Hoteles,2195,""
2022-11-01,Buenos Aires,1 y 2 estrellas,1154,""
2022-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2513,""
2022-11-01,Buenos Aires,4 y 5 estrellas,1885,""
2022-11-01,Buenos Aires,Para Hoteles,2568,""
2022-11-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,CABA,3 estrellas/boutiques/aparts,2298,""
2022-11-01,CABA,4 y 5 estrellas,8477,""
2022-11-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,Cuyo,1 y 2 estrellas,830,""
2022-11-01,Cuyo,3 estrellas/boutiques/aparts,1447,""
2022-11-01,Cuyo,4 y 5 estrellas,3214,""
2022-11-01,Cuyo,Para Hoteles,670,""
2022-11-01,Córdoba,1 y 2 estrellas,948,""
2022-11-01,Córdoba,3 estrellas/boutiques/aparts,1671,""
2022-11-01,Córdoba,4 y 5 estrellas,683,""
2022-11-01,Córdoba,Para Hoteles,2126,""
2022-11-01,Litoral,1 y 2 estrellas,521,""
2022-11-01,Litoral,3 estrellas/boutiques/aparts,1318,""
2022-11-01,Litoral,4 y 5 estrellas,5395,""
2022-11-01,Litoral,Para Hoteles,1340,""
2022-11-01,Norte,1 y 2 estrellas,757,""
2022-11-01,Norte,3 estrellas/boutiques/aparts,1316,""
2022-11-01,Norte,4 y 5 estrellas,2481,""
2022-11-01,Norte,Para Hoteles,1256,""
2022-11-01,Patagonia,1 y 2 estrellas,1457,""
2022-11-01,Patagonia,3 estrellas/boutiques/aparts,2951,""
2022-11-01,Patagonia,4 y 5 estrellas,5064,""
2022-11-01,Patagonia,Para Hoteles,2281,""
2022-12-01,Buenos Aires,1 y 2 estrellas,1625,""
2022-12-01,Buenos Aires,3 estrellas/boutiques/aparts,3019,""
2022-12-01,Buenos Aires,4 y 5 estrellas,2276,""
2022-12-01,Buenos Aires,Para Hoteles,3373,""
2022-12-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,CABA,3 estrellas/boutiques/aparts,2338,""
2022-12-01,CABA,4 y 5 estrellas,8113,""
2022-12-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,Cuyo,1 y 2 estrellas,831,""
2022-12-01,Cuyo,3 estrellas/boutiques/aparts,1466,""
2022-12-01,Cuyo,4 y 5 estrellas,3206,""
2022-12-01,Cuyo,Para Hoteles,664,""
2022-12-01,Córdoba,1 y 2 estrellas,1002,""
2022-12-01,Córdoba,3 estrellas/boutiques/aparts,1737,""
2022-12-01,Córdoba,4 y 5 estrellas,880,""
2022-12-01,Córdoba,Para Hoteles,2325,""
2022-12-01,Litoral,1 y 2 estrellas,540,""
2022-12-01,Litoral,3 estrellas/boutiques/aparts,1363,""
2022-12-01,Litoral,4 y 5 estrellas,5080,""
2022-12-01,Litoral,Para Hoteles,1271,""
2022-12-01,Norte,1 y 2 estrellas,777,""
2022-12-01,Norte,3 estrellas/boutiques/aparts,1374,""
2022-12-01,Norte,4 y 5 estrellas,2531,""
2022-12-01,Norte,Para Hoteles,1284,""
2022-12-01,Patagonia,1 y 2 estrellas,1739,""
2022-12-01,Patagonia,3 estrellas/boutiques/aparts,3079,""
2022-12-01,Patagonia,4 y 5 estrellas,5473,""
2022-12-01,Patagonia,Para Hoteles,2536,""
2023-01-01,Buenos Aires,1 y 2 estrellas,2254,""
2023-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3518,""
2023-01-01,Buenos Aires,4 y 5 estrellas,2745,""
2023-01-01,Buenos Aires,Para Hoteles,4144,""
2023-01-01,CABA,1 y 2 estrellas,680,""
2023-01-01,CABA,3 estrellas/boutiques/aparts,2316,""
2023-01-01,CABA,4 y 5 estrellas,8707,""
2023-01-01,CABA,Para Hoteles,1144,""
2023-01-01,Cuyo,1 y 2 estrellas,956,""
2023-01-01,Cuyo,3 estrellas/boutiques/aparts,1424,""
2023-01-01,Cuyo,4 y 5 estrellas,3499,""
2023-01-01,Cuyo,Para Hoteles,819,""
2023-01-01,Córdoba,1 y 2 estrellas,1284,""
2023-01-01,Córdoba,3 estrellas/boutiques/aparts,1998,""
2023-01-01,Córdoba,4 y 5 estrellas,1121,""
2023-01-01,Córdoba,Para Hoteles,2867,""
2023-01-01,Litoral,1 y 2 estrellas,578,""
2023-01-01,Litoral,3 estrellas/boutiques/aparts,1697,""
2023-01-01,Litoral,4 y 5 estrellas,5100,""
2023-01-01,Litoral,Para Hoteles,1379,""
2023-01-01,Norte,1 y 2 estrellas,829,""
2023-01-01,Norte,3 estrellas/boutiques/aparts,1311,""
2023-01-01,Norte,4 y 5 estrellas,2246,""
2023-01-01,Norte,Para Hoteles,1418,""
2023-01-01,Patagonia,1 y 2 estrellas,1833,""
2023-01-01,Patagonia,3 estrellas/boutiques/aparts,3223,""
2023-01-01,Patagonia,4 y 5 estrellas,5925,""
2023-01-01,Patagonia,Para Hoteles,2974,""
2023-02-01,Buenos Aires,1 y 2 estrellas,2239,""
2023-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3567,""
2023-02-01,Buenos Aires,4 y 5 estrellas,2550,""
2023-02-01,Buenos Aires,Para Hoteles,4026,""
2023-02-01,CABA,1 y 2 estrellas,724,""
2023-02-01,CABA,3 estrellas/boutiques/aparts,2317,""
2023-02-01,CABA,4 y 5 estrellas,9158,""
2023-02-01,CABA,Para Hoteles,1082,""
2023-02-01,Cuyo,1 y 2 estrellas,986,""
2023-02-01,Cuyo,3 estrellas/boutiques/aparts,1424,""
2023-02-01,Cuyo,4 y 5 estrellas,3204,""
2023-02-01,Cuyo,Para Hoteles,828,""
2023-02-01,Córdoba,1 y 2 estrellas,1308,""
2023-02-01,Córdoba,3 estrellas/boutiques/aparts,1967,""
2023-02-01,Córdoba,4 y 5 estrellas,1059,""
2023-02-01,Córdoba,Para Hoteles,2857,""
2023-02-01,Litoral,1 y 2 estrellas,621,""
2023-02-01,Litoral,3 estrellas/boutiques/aparts,1605,""
2023-02-01,Litoral,4 y 5 estrellas,5285,""
2023-02-01,Litoral,Para Hoteles,1449,""
2023-02-01,Norte,1 y 2 estrellas,791,""
2023-02-01,Norte,3 estrellas/boutiques/aparts,1319,""
2023-02-01,Norte,4 y 5 estrellas,2459,""
2023-02-01,Norte,Para Hoteles,1419,""
2023-02-01,Patagonia,1 y 2 estrellas,1733,""
2023-02-01,Patagonia,3 estrellas/boutiques/aparts,3134,""
2023-02-01,Patagonia,4 y 5 estrellas,5560,""
2023-02-01,Patagonia,Para Hoteles,2988,""
2023-03-01,Buenos Aires,1 y 2 estrellas,1734,""
2023-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2997,""
2023-03-01,Buenos Aires,4 y 5 estrellas,2477,""
2023-03-01,Buenos Aires,Para Hoteles,3402,""
2023-03-01,CABA,1 y 2 estrellas,696,""
2023-03-01,CABA,3 estrellas/boutiques/aparts,2636,""
2023-03-01,CABA,4 y 5 estrellas,8627,""
2023-03-01,CABA,Para Hoteles,1014,""
2023-03-01,Cuyo,1 y 2 estrellas,955,""
2023-03-01,Cuyo,3 estrellas/boutiques/aparts,1380,""
2023-03-01,Cuyo,4 y 5 estrellas,3778,""
2023-03-01,Cuyo,Para Hoteles,832,""
2023-03-01,Córdoba,1 y 2 estrellas,1114,""
2023-03-01,Córdoba,3 estrellas/boutiques/aparts,2019,""
2023-03-01,Córdoba,4 y 5 estrellas,1202,""
2023-03-01,Córdoba,Para Hoteles,2717,""
2023-03-01,Litoral,1 y 2 estrellas,597,""
2023-03-01,Litoral,3 estrellas/boutiques/aparts,1555,""
2023-03-01,Litoral,4 y 5 estrellas,5309,""
2023-03-01,Litoral,Para Hoteles,1494,""
2023-03-01,Norte,1 y 2 estrellas,1060,""
2023-03-01,Norte,3 estrellas/boutiques/aparts,1424,""
2023-03-01,Norte,4 y 5 estrellas,2448,""
2023-03-01,Norte,Para Hoteles,1446,""
2023-03-01,Patagonia,1 y 2 estrellas,1681,""
2023-03-01,Patagonia,3 estrellas/boutiques/aparts,2957,""
2023-03-01,Patagonia,4 y 5 estrellas,5499,""
2023-03-01,Patagonia,Para Hoteles,2672,""
2023-04-01,Buenos Aires,1 y 2 estrellas,1318,""
2023-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2447,""
2023-04-01,Buenos Aires,4 y 5 estrellas,2218,""
2023-04-01,Buenos Aires,Para Hoteles,2905,""
2023-04-01,CABA,1 y 2 estrellas,676,""
2023-04-01,CABA,3 estrellas/boutiques/aparts,2396,""
2023-04-01,CABA,4 y 5 estrellas,8640,""
2023-04-01,CABA,Para Hoteles,956,""
2023-04-01,Cuyo,1 y 2 estrellas,967,""
2023-04-01,Cuyo,3 estrellas/boutiques/aparts,1412,""
2023-04-01,Cuyo,4 y 5 estrellas,3053,""
2023-04-01,Cuyo,Para Hoteles,809,""
2023-04-01,Córdoba,1 y 2 estrellas,1131,""
2023-04-01,Córdoba,3 estrellas/boutiques/aparts,2039,""
2023-04-01,Córdoba,4 y 5 estrellas,1105,""
2023-04-01,Córdoba,Para Hoteles,2708,""
2023-04-01,Litoral,1 y 2 estrellas,608,""
2023-04-01,Litoral,3 estrellas/boutiques/aparts,1627,""
2023-04-01,Litoral,4 y 5 estrellas,5671,""
2023-04-01,Litoral,Para Hoteles,1467,""
2023-04-01,Norte,1 y 2 estrellas,1091,""
2023-04-01,Norte,3 estrellas/boutiques/aparts,1492,""
2023-04-01,Norte,4 y 5 estrellas,2386,""
2023-04-01,Norte,Para Hoteles,1463,""
2023-04-01,Patagonia,1 y 2 estrellas,1251,""
2023-04-01,Patagonia,3 estrellas/boutiques/aparts,2697,""
2023-04-01,Patagonia,4 y 5 estrellas,5923,""
2023-04-01,Patagonia,Para Hoteles,2195,""
