indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible_en_usd,observaciones
2014-03-01,Cuyo,Total,18.77,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Córdoba,1 y 2 estrellas,11.96,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Córdoba,3 estrellas/boutiques/aparts,22.16,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Córdoba,4 y 5 estrellas,30.79,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Córdoba,Para Hoteles,19.26,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Córdoba,Total,18.91,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Litoral,1 y 2 estrellas,11.58,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Litoral,3 estrellas/boutiques/aparts,22.6,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Litoral,4 y 5 estrellas,45.32,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Litoral,Para Hoteles,16.32,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Litoral,Total,25.74,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Norte,1 y 2 estrellas,10.81,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Norte,3 estrellas/boutiques/aparts,25.8,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Norte,4 y 5 estrellas,29.3,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Norte,Para Hoteles,7.35,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Norte,Total,17.38,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Patagonia,1 y 2 estrellas,19.1,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Patagonia,3 estrellas/boutiques/aparts,37.07,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Patagonia,4 y 5 estrellas,56.38,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Patagonia,Para Hoteles,17.09,Calculado a valores de la cotización oficial de venta de la divisa.
2014-03-01,Patagonia,Total,30.52,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Buenos Aires,1 y 2 estrellas,4.97,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Buenos Aires,3 estrellas/boutiques/aparts,14.56,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Buenos Aires,4 y 5 estrellas,24.69,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Buenos Aires,Para Hoteles,9.72,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Buenos Aires,Total,12.35,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,CABA,1 y 2 estrellas,17.5,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,CABA,3 estrellas/boutiques/aparts,37.86,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,CABA,4 y 5 estrellas,70.93,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,CABA,Para Hoteles,10.01,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,CABA,Total,42.39,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Cuyo,1 y 2 estrellas,8.89,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Cuyo,3 estrellas/boutiques/aparts,18.79,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Cuyo,4 y 5 estrellas,37.05,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Cuyo,Para Hoteles,4.05,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Cuyo,Total,16.43,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Córdoba,1 y 2 estrellas,8.73,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Córdoba,3 estrellas/boutiques/aparts,19.21,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Córdoba,4 y 5 estrellas,31.76,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Córdoba,Para Hoteles,13.99,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Córdoba,Total,15.39,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Litoral,1 y 2 estrellas,11.97,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Litoral,3 estrellas/boutiques/aparts,20.1,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Litoral,4 y 5 estrellas,43.84,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Litoral,Para Hoteles,13.52,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Litoral,Total,24.01,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Norte,1 y 2 estrellas,11.71,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Norte,3 estrellas/boutiques/aparts,24.36,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Norte,4 y 5 estrellas,37.29,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Norte,Para Hoteles,7.18,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Norte,Total,18.5,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Patagonia,1 y 2 estrellas,16.99,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Patagonia,3 estrellas/boutiques/aparts,31.52,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Patagonia,4 y 5 estrellas,50.84,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Patagonia,Para Hoteles,10.89,Calculado a valores de la cotización oficial de venta de la divisa.
2014-04-01,Patagonia,Total,25.28,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Buenos Aires,1 y 2 estrellas,3.52,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Buenos Aires,3 estrellas/boutiques/aparts,10,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Buenos Aires,4 y 5 estrellas,20.46,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Buenos Aires,Para Hoteles,8.36,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Buenos Aires,Total,9.96,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,CABA,1 y 2 estrellas,16.98,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,CABA,3 estrellas/boutiques/aparts,36.7,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,CABA,4 y 5 estrellas,66.53,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,CABA,Para Hoteles,9.08,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,CABA,Total,40.03,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Cuyo,1 y 2 estrellas,9.13,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Cuyo,3 estrellas/boutiques/aparts,15.77,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Cuyo,4 y 5 estrellas,37.03,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Cuyo,Para Hoteles,3.17,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Cuyo,Total,15.49,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Córdoba,1 y 2 estrellas,7.74,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Córdoba,3 estrellas/boutiques/aparts,15.34,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Córdoba,4 y 5 estrellas,31.84,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Córdoba,Para Hoteles,7.27,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Córdoba,Total,12.26,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Litoral,1 y 2 estrellas,11.25,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Litoral,3 estrellas/boutiques/aparts,19.72,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Litoral,4 y 5 estrellas,40.32,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Litoral,Para Hoteles,10.68,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Litoral,Total,21.96,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Norte,1 y 2 estrellas,10.51,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Norte,3 estrellas/boutiques/aparts,19.44,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Norte,4 y 5 estrellas,34.17,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Norte,Para Hoteles,6.06,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Norte,Total,15.89,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Patagonia,1 y 2 estrellas,15.55,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Patagonia,3 estrellas/boutiques/aparts,23.55,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Patagonia,4 y 5 estrellas,36.82,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Patagonia,Para Hoteles,6.76,Calculado a valores de la cotización oficial de venta de la divisa.
2014-05-01,Patagonia,Total,19.6,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Buenos Aires,1 y 2 estrellas,2.8,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Buenos Aires,3 estrellas/boutiques/aparts,9.45,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Buenos Aires,4 y 5 estrellas,15.08,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Buenos Aires,Para Hoteles,6.03,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Buenos Aires,Total,7.88,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,CABA,1 y 2 estrellas,16.2,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,CABA,3 estrellas/boutiques/aparts,32.23,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,CABA,4 y 5 estrellas,56.31,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,CABA,Para Hoteles,9.35,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,CABA,Total,34.75,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Cuyo,1 y 2 estrellas,8.53,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Cuyo,3 estrellas/boutiques/aparts,13.73,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Cuyo,4 y 5 estrellas,34.64,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Cuyo,Para Hoteles,3.49,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Cuyo,Total,14.4,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Córdoba,1 y 2 estrellas,6.24,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Córdoba,3 estrellas/boutiques/aparts,12.14,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Córdoba,4 y 5 estrellas,25.49,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Córdoba,Para Hoteles,9.74,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Córdoba,Total,11.26,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Litoral,1 y 2 estrellas,11.06,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Litoral,3 estrellas/boutiques/aparts,18.7,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Litoral,4 y 5 estrellas,34.47,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Litoral,Para Hoteles,10.32,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Litoral,Total,19.95,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Norte,1 y 2 estrellas,10.65,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Norte,3 estrellas/boutiques/aparts,15.97,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Norte,4 y 5 estrellas,33.65,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Norte,Para Hoteles,5.89,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Norte,Total,14.7,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Patagonia,1 y 2 estrellas,15.97,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Patagonia,3 estrellas/boutiques/aparts,24.63,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Patagonia,4 y 5 estrellas,40.9,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Patagonia,Para Hoteles,6.07,Calculado a valores de la cotización oficial de venta de la divisa.
2014-06-01,Patagonia,Total,20.25,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Buenos Aires,1 y 2 estrellas,4.83,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Buenos Aires,3 estrellas/boutiques/aparts,15.58,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Buenos Aires,4 y 5 estrellas,27.06,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Buenos Aires,Para Hoteles,11.45,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Buenos Aires,Total,13.73,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,CABA,1 y 2 estrellas,20.22,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,CABA,3 estrellas/boutiques/aparts,40.8,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,CABA,4 y 5 estrellas,63.54,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,CABA,Para Hoteles,10.09,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,CABA,Total,40.51,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Cuyo,1 y 2 estrellas,11.92,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Cuyo,3 estrellas/boutiques/aparts,27.58,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Cuyo,4 y 5 estrellas,58.21,Calculado a valores de la cotización oficial de venta de la divisa.
2014-07-01,Cuyo,Para Hoteles,6.35,Calculado a valores de la cotización oficial de venta de la divisa.
