indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible,observaciones
2022-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1730.3,""
2022-06-01,Buenos Aires,4 y 5 estrellas,2329,""
2022-06-01,Buenos Aires,Para Hoteles,727.3,""
2022-06-01,Buenos Aires,Total,1305.9,""
2022-06-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,3 estrellas/boutiques/aparts,4295.5,""
2022-06-01,CABA,4 y 5 estrellas,6963.4,""
2022-06-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,CABA,Total,5255.7,""
2022-06-01,Cuyo,1 y 2 estrellas,1537.6,""
2022-06-01,Cuyo,3 estrellas/boutiques/aparts,2824.1,""
2022-06-01,Cuyo,4 y 5 estrellas,6707.2,""
2022-06-01,Cuyo,Para Hoteles,715.2,""
2022-06-01,Cuyo,Total,3365.4,""
2022-06-01,Córdoba,1 y 2 estrellas,1345.6,""
2022-06-01,Córdoba,3 estrellas/boutiques/aparts,2960.6,""
2022-06-01,Córdoba,4 y 5 estrellas,5359.7,""
2022-06-01,Córdoba,Para Hoteles,2103.6,""
2022-06-01,Córdoba,Total,2525.8,""
2022-06-01,Litoral,1 y 2 estrellas,1009.6,""
2022-06-01,Litoral,3 estrellas/boutiques/aparts,2029.4,""
2022-06-01,Litoral,4 y 5 estrellas,5274.7,""
2022-06-01,Litoral,Para Hoteles,1119.7,""
2022-06-01,Litoral,Total,2988.3,""
2022-06-01,Norte,1 y 2 estrellas,1812.3,""
2022-06-01,Norte,3 estrellas/boutiques/aparts,3209.3,""
2022-06-01,Norte,4 y 5 estrellas,7705.4,""
2022-06-01,Norte,Para Hoteles,1317.2,""
2022-06-01,Norte,Total,3353.5,""
2022-06-01,Patagonia,1 y 2 estrellas,3828.4,""
2022-06-01,Patagonia,3 estrellas/boutiques/aparts,4454.7,""
2022-06-01,Patagonia,4 y 5 estrellas,9184.6,""
2022-06-01,Patagonia,Para Hoteles,1673.6,""
2022-06-01,Patagonia,Total,4836.7,""
2022-07-01,Buenos Aires,1 y 2 estrellas,1591.1,""
2022-07-01,Buenos Aires,3 estrellas/boutiques/aparts,3186.9,""
2022-07-01,Buenos Aires,4 y 5 estrellas,4148.8,""
2022-07-01,Buenos Aires,Para Hoteles,1520.3,""
2022-07-01,Buenos Aires,Total,2494.2,""
2022-07-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,3 estrellas/boutiques/aparts,6170.3,""
2022-07-01,CABA,4 y 5 estrellas,9932.2,""
2022-07-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-07-01,CABA,Total,7477.2,""
2022-07-01,Cuyo,1 y 2 estrellas,2391.7,""
2022-07-01,Cuyo,3 estrellas/boutiques/aparts,4833.3,""
2022-07-01,Cuyo,4 y 5 estrellas,12253.6,""
2022-07-01,Cuyo,Para Hoteles,2211.4,""
2022-07-01,Cuyo,Total,6090.5,""
2022-07-01,Córdoba,1 y 2 estrellas,2361.6,""
2022-07-01,Córdoba,3 estrellas/boutiques/aparts,5468.4,""
2022-07-01,Córdoba,4 y 5 estrellas,7189.4,""
2022-07-01,Córdoba,Para Hoteles,4820.5,""
2022-07-01,Córdoba,Total,4575.9,""
2022-07-01,Litoral,1 y 2 estrellas,1309.8,""
2022-07-01,Litoral,3 estrellas/boutiques/aparts,3060.4,""
2022-07-01,Litoral,4 y 5 estrellas,7191,""
2022-07-01,Litoral,Para Hoteles,2036.8,""
2022-07-01,Litoral,Total,4181.7,""
2022-07-01,Norte,1 y 2 estrellas,4150.4,""
2022-07-01,Norte,3 estrellas/boutiques/aparts,6710,""
2022-07-01,Norte,4 y 5 estrellas,11168,""
2022-07-01,Norte,Para Hoteles,2925.6,""
2022-07-01,Norte,Total,6074.7,""
2022-07-01,Patagonia,1 y 2 estrellas,10302.8,""
2022-07-01,Patagonia,3 estrellas/boutiques/aparts,8891.1,""
2022-07-01,Patagonia,4 y 5 estrellas,18819.7,""
2022-07-01,Patagonia,Para Hoteles,4909.3,""
2022-07-01,Patagonia,Total,10460.4,""
2022-08-01,Buenos Aires,1 y 2 estrellas,863.2,""
2022-08-01,Buenos Aires,3 estrellas/boutiques/aparts,2972.9,""
2022-08-01,Buenos Aires,4 y 5 estrellas,3781.9,""
2022-08-01,Buenos Aires,Para Hoteles,958.9,""
2022-08-01,Buenos Aires,Total,2010.9,""
2022-08-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,3 estrellas/boutiques/aparts,6292.9,""
2022-08-01,CABA,4 y 5 estrellas,8840.6,""
2022-08-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-08-01,CABA,Total,6881.9,""
2022-08-01,Cuyo,1 y 2 estrellas,1759.4,""
2022-08-01,Cuyo,3 estrellas/boutiques/aparts,4015.9,""
2022-08-01,Cuyo,4 y 5 estrellas,11193,""
2022-08-01,Cuyo,Para Hoteles,1068.2,""
2022-08-01,Cuyo,Total,5272.2,""
2022-08-01,Córdoba,1 y 2 estrellas,1553.7,""
2022-08-01,Córdoba,3 estrellas/boutiques/aparts,3434,""
2022-08-01,Córdoba,4 y 5 estrellas,5837.3,""
2022-08-01,Córdoba,Para Hoteles,1728.1,""
2022-08-01,Córdoba,Total,2599.8,""
2022-08-01,Litoral,1 y 2 estrellas,1222,""
2022-08-01,Litoral,3 estrellas/boutiques/aparts,2791,""
2022-08-01,Litoral,4 y 5 estrellas,6390.4,""
2022-08-01,Litoral,Para Hoteles,1738.2,""
2022-08-01,Litoral,Total,3732.4,""
2022-08-01,Norte,1 y 2 estrellas,2996,""
2022-08-01,Norte,3 estrellas/boutiques/aparts,4538.5,""
2022-08-01,Norte,4 y 5 estrellas,11420.2,""
2022-08-01,Norte,Para Hoteles,1908.7,""
2022-08-01,Norte,Total,4937.4,""
2022-08-01,Patagonia,1 y 2 estrellas,7073,""
2022-08-01,Patagonia,3 estrellas/boutiques/aparts,8592.6,""
2022-08-01,Patagonia,4 y 5 estrellas,17255.5,""
2022-08-01,Patagonia,Para Hoteles,4318.4,""
2022-08-01,Patagonia,Total,9222.4,""
2022-09-01,Buenos Aires,1 y 2 estrellas,1354.6,""
2022-09-01,Buenos Aires,3 estrellas/boutiques/aparts,3020.4,""
2022-09-01,Buenos Aires,4 y 5 estrellas,4379,""
2022-09-01,Buenos Aires,Para Hoteles,1326,""
2022-09-01,Buenos Aires,Total,2349.1,""
2022-09-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,3 estrellas/boutiques/aparts,7403,""
2022-09-01,CABA,4 y 5 estrellas,11594.9,""
2022-09-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-09-01,CABA,Total,8708.6,""
2022-09-01,Cuyo,1 y 2 estrellas,2228,""
2022-09-01,Cuyo,3 estrellas/boutiques/aparts,3601.7,""
2022-09-01,Cuyo,4 y 5 estrellas,9435.9,""
2022-09-01,Cuyo,Para Hoteles,1093.2,""
2022-09-01,Cuyo,Total,4610.6,""
2022-09-01,Córdoba,1 y 2 estrellas,1696.5,""
2022-09-01,Córdoba,3 estrellas/boutiques/aparts,3585.2,""
2022-09-01,Córdoba,4 y 5 estrellas,6543.2,""
2022-09-01,Córdoba,Para Hoteles,2249.8,""
2022-09-01,Córdoba,Total,2954.5,""
2022-09-01,Litoral,1 y 2 estrellas,1403.3,""
2022-09-01,Litoral,3 estrellas/boutiques/aparts,3002.8,""
2022-09-01,Litoral,4 y 5 estrellas,8327.6,""
2022-09-01,Litoral,Para Hoteles,2042.1,""
2022-09-01,Litoral,Total,4620.5,""
2022-09-01,Norte,1 y 2 estrellas,2162.5,""
2022-09-01,Norte,3 estrellas/boutiques/aparts,4451.9,""
2022-09-01,Norte,4 y 5 estrellas,12309.4,""
2022-09-01,Norte,Para Hoteles,2041.4,""
2022-09-01,Norte,Total,4914.8,""
2022-09-01,Patagonia,1 y 2 estrellas,8041,""
2022-09-01,Patagonia,3 estrellas/boutiques/aparts,9310.5,""
2022-09-01,Patagonia,4 y 5 estrellas,17318.3,""
2022-09-01,Patagonia,Para Hoteles,3633.4,""
2022-09-01,Patagonia,Total,9529.1,""
2022-10-01,Buenos Aires,1 y 2 estrellas,2098.6,""
2022-10-01,Buenos Aires,3 estrellas/boutiques/aparts,5039.4,""
2022-10-01,Buenos Aires,4 y 5 estrellas,7283.9,""
2022-10-01,Buenos Aires,Para Hoteles,2167.5,""
2022-10-01,Buenos Aires,Total,3809.4,""
2022-10-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,CABA,3 estrellas/boutiques/aparts,8656.9,""
2022-10-01,CABA,4 y 5 estrellas,14896,""
2022-10-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-10-01,CABA,Total,11050.2,""
2022-10-01,Cuyo,1 y 2 estrellas,2676.1,""
2022-10-01,Cuyo,3 estrellas/boutiques/aparts,4573.3,""
2022-10-01,Cuyo,4 y 5 estrellas,11266.1,""
2022-10-01,Cuyo,Para Hoteles,2035.7,""
2022-10-01,Cuyo,Total,5734.2,""
2022-10-01,Córdoba,1 y 2 estrellas,2204.7,""
2022-10-01,Córdoba,3 estrellas/boutiques/aparts,3925.6,""
2022-10-01,Córdoba,4 y 5 estrellas,7175.4,""
2022-10-01,Córdoba,Para Hoteles,3475.7,""
2022-10-01,Córdoba,Total,3618.6,""
2022-10-01,Litoral,1 y 2 estrellas,1395.7,""
2022-10-01,Litoral,3 estrellas/boutiques/aparts,3256,""
2022-10-01,Litoral,4 y 5 estrellas,8747.4,""
2022-10-01,Litoral,Para Hoteles,2128,""
2022-10-01,Litoral,Total,4887.2,""
2022-10-01,Norte,1 y 2 estrellas,1930,""
2022-10-01,Norte,3 estrellas/boutiques/aparts,5042.1,""
2022-10-01,Norte,4 y 5 estrellas,12559.5,""
2022-10-01,Norte,Para Hoteles,2207,""
2022-10-01,Norte,Total,5241.9,""
2022-10-01,Patagonia,1 y 2 estrellas,6851.7,""
2022-10-01,Patagonia,3 estrellas/boutiques/aparts,7827.5,""
2022-10-01,Patagonia,4 y 5 estrellas,14181.4,""
2022-10-01,Patagonia,Para Hoteles,3579.3,""
2022-10-01,Patagonia,Total,7978.2,""
2022-11-01,Buenos Aires,1 y 2 estrellas,2364.9,""
2022-11-01,Buenos Aires,3 estrellas/boutiques/aparts,5183.9,""
2022-11-01,Buenos Aires,4 y 5 estrellas,8829.6,""
2022-11-01,Buenos Aires,Para Hoteles,2288.5,""
2022-11-01,Buenos Aires,Total,4203.7,""
2022-11-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,CABA,3 estrellas/boutiques/aparts,10853.1,""
2022-11-01,CABA,4 y 5 estrellas,17694.2,""
2022-11-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-11-01,CABA,Total,13050.1,""
2022-11-01,Cuyo,1 y 2 estrellas,2543.7,""
2022-11-01,Cuyo,3 estrellas/boutiques/aparts,4624.7,""
2022-11-01,Cuyo,4 y 5 estrellas,11786.2,""
2022-11-01,Cuyo,Para Hoteles,1480.6,""
2022-11-01,Cuyo,Total,5739.5,""
2022-11-01,Córdoba,1 y 2 estrellas,2245.8,""
2022-11-01,Córdoba,3 estrellas/boutiques/aparts,4184.5,""
2022-11-01,Córdoba,4 y 5 estrellas,8210.4,""
2022-11-01,Córdoba,Para Hoteles,3492.8,""
2022-11-01,Córdoba,Total,3787.5,""
2022-11-01,Litoral,1 y 2 estrellas,1543.4,""
2022-11-01,Litoral,3 estrellas/boutiques/aparts,3606.3,""
2022-11-01,Litoral,4 y 5 estrellas,10135.4,""
2022-11-01,Litoral,Para Hoteles,2433.2,""
2022-11-01,Litoral,Total,5579.3,""
2022-11-01,Norte,1 y 2 estrellas,1445.7,""
2022-11-01,Norte,3 estrellas/boutiques/aparts,4186.2,""
2022-11-01,Norte,4 y 5 estrellas,9318.7,""
2022-11-01,Norte,Para Hoteles,1576.6,""
2022-11-01,Norte,Total,4071.5,""
2022-11-01,Patagonia,1 y 2 estrellas,6543.4,""
2022-11-01,Patagonia,3 estrellas/boutiques/aparts,9026.6,""
2022-11-01,Patagonia,4 y 5 estrellas,17967.7,""
2022-11-01,Patagonia,Para Hoteles,4066.9,""
2022-11-01,Patagonia,Total,9396.9,""
2022-12-01,Buenos Aires,1 y 2 estrellas,2692.4,""
2022-12-01,Buenos Aires,3 estrellas/boutiques/aparts,8079.8,""
2022-12-01,Buenos Aires,4 y 5 estrellas,8479.3,""
2022-12-01,Buenos Aires,Para Hoteles,3639.6,""
2022-12-01,Buenos Aires,Total,5511.7,""
2022-12-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,CABA,3 estrellas/boutiques/aparts,8797.1,""
2022-12-01,CABA,4 y 5 estrellas,13989.7,""
2022-12-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-12-01,CABA,Total,10494,""
2022-12-01,Cuyo,1 y 2 estrellas,2161.7,""
2022-12-01,Cuyo,3 estrellas/boutiques/aparts,3180.3,""
2022-12-01,Cuyo,4 y 5 estrellas,6598.4,""
2022-12-01,Cuyo,Para Hoteles,1511.1,""
2022-12-01,Cuyo,Total,3695,""
2022-12-01,Córdoba,1 y 2 estrellas,1809.7,""
2022-12-01,Córdoba,3 estrellas/boutiques/aparts,4759.3,""
2022-12-01,Córdoba,4 y 5 estrellas,6725.4,""
2022-12-01,Córdoba,Para Hoteles,4141.5,""
2022-12-01,Córdoba,Total,3906.6,""
2022-12-01,Litoral,1 y 2 estrellas,1344.1,""
2022-12-01,Litoral,3 estrellas/boutiques/aparts,3166.1,""
2022-12-01,Litoral,4 y 5 estrellas,7500.1,""
2022-12-01,Litoral,Para Hoteles,1933.4,""
2022-12-01,Litoral,Total,4347.4,""
2022-12-01,Norte,1 y 2 estrellas,1173.8,""
2022-12-01,Norte,3 estrellas/boutiques/aparts,2868.7,""
2022-12-01,Norte,4 y 5 estrellas,5797.3,""
2022-12-01,Norte,Para Hoteles,917.2,""
2022-12-01,Norte,Total,2670.3,""
2022-12-01,Patagonia,1 y 2 estrellas,7189.5,""
2022-12-01,Patagonia,3 estrellas/boutiques/aparts,7942.3,""
2022-12-01,Patagonia,4 y 5 estrellas,17260.4,""
2022-12-01,Patagonia,Para Hoteles,4215.3,""
2022-12-01,Patagonia,Total,8947.2,""
2023-01-01,Buenos Aires,1 y 2 estrellas,7167.2,""
2023-01-01,Buenos Aires,3 estrellas/boutiques/aparts,19233.9,""
2023-01-01,Buenos Aires,4 y 5 estrellas,20200.1,""
2023-01-01,Buenos Aires,Para Hoteles,9471,""
2023-01-01,Buenos Aires,Total,12686.4,""
2023-01-01,CABA,1 y 2 estrellas,4068.5,""
2023-01-01,CABA,3 estrellas/boutiques/aparts,8327.7,""
2023-01-01,CABA,4 y 5 estrellas,14243.2,""
2023-01-01,CABA,Para Hoteles,1988.1,""
2023-01-01,CABA,Total,9977.4,""
2023-01-01,Cuyo,1 y 2 estrellas,3389.9,""
2023-01-01,Cuyo,3 estrellas/boutiques/aparts,5037.8,""
2023-01-01,Cuyo,4 y 5 estrellas,10909.9,""
2023-01-01,Cuyo,Para Hoteles,4587.6,""
2023-01-01,Cuyo,Total,6226.6,""
2023-01-01,Córdoba,1 y 2 estrellas,5623.1,""
2023-01-01,Córdoba,3 estrellas/boutiques/aparts,9924.4,""
2023-01-01,Córdoba,4 y 5 estrellas,11935.5,""
2023-01-01,Córdoba,Para Hoteles,10744.1,""
2023-01-01,Córdoba,Total,9147.9,""
2023-01-01,Litoral,1 y 2 estrellas,2107.9,""
2023-01-01,Litoral,3 estrellas/boutiques/aparts,5289,""
2023-01-01,Litoral,4 y 5 estrellas,10932.6,""
2023-01-01,Litoral,Para Hoteles,3951.7,""
2023-01-01,Litoral,Total,6634,""
2023-01-01,Norte,1 y 2 estrellas,2094.5,""
2023-01-01,Norte,3 estrellas/boutiques/aparts,4484.9,""
2023-01-01,Norte,4 y 5 estrellas,9709.9,""
2023-01-01,Norte,Para Hoteles,3712.4,""
2023-01-01,Norte,Total,4895.2,""
2023-01-01,Patagonia,1 y 2 estrellas,10516.8,""
2023-01-01,Patagonia,3 estrellas/boutiques/aparts,13034.7,""
2023-01-01,Patagonia,4 y 5 estrellas,24592,""
2023-01-01,Patagonia,Para Hoteles,9089.1,""
2023-01-01,Patagonia,Total,14173.8,""
2023-02-01,Buenos Aires,1 y 2 estrellas,6352.5,""
2023-02-01,Buenos Aires,3 estrellas/boutiques/aparts,15455,""
2023-02-01,Buenos Aires,4 y 5 estrellas,14749.5,""
2023-02-01,Buenos Aires,Para Hoteles,7539.1,""
2023-02-01,Buenos Aires,Total,10161.5,""
2023-02-01,CABA,1 y 2 estrellas,4477.8,""
2023-02-01,CABA,3 estrellas/boutiques/aparts,9145.9,""
2023-02-01,CABA,4 y 5 estrellas,15311.7,""
2023-02-01,CABA,Para Hoteles,2506.6,""
2023-02-01,CABA,Total,10911.4,""
2023-02-01,Cuyo,1 y 2 estrellas,3755.6,""
2023-02-01,Cuyo,3 estrellas/boutiques/aparts,5850.3,""
2023-02-01,Cuyo,4 y 5 estrellas,11865.7,""
2023-02-01,Cuyo,Para Hoteles,4038.3,""
2023-02-01,Cuyo,Total,6673.3,""
2023-02-01,Córdoba,1 y 2 estrellas,5364.7,""
2023-02-01,Córdoba,3 estrellas/boutiques/aparts,9401.6,""
2023-02-01,Córdoba,4 y 5 estrellas,12987.8,""
2023-02-01,Córdoba,Para Hoteles,10682.8,""
2023-02-01,Córdoba,Total,9038,""
2023-02-01,Litoral,1 y 2 estrellas,2635.1,""
2023-02-01,Litoral,3 estrellas/boutiques/aparts,5400.5,""
2023-02-01,Litoral,4 y 5 estrellas,9582.6,""
2023-02-01,Litoral,Para Hoteles,4398.6,""
2023-02-01,Litoral,Total,6360.7,""
2023-02-01,Norte,1 y 2 estrellas,2487.6,""
2023-02-01,Norte,3 estrellas/boutiques/aparts,4427.6,""
2023-02-01,Norte,4 y 5 estrellas,10877.9,""
2023-02-01,Norte,Para Hoteles,3501.3,""
2023-02-01,Norte,Total,5183.4,""
2023-02-01,Patagonia,1 y 2 estrellas,9602.3,""
2023-02-01,Patagonia,3 estrellas/boutiques/aparts,13241.9,""
2023-02-01,Patagonia,4 y 5 estrellas,22355.5,""
2023-02-01,Patagonia,Para Hoteles,8487.6,""
2023-02-01,Patagonia,Total,13226.1,""
2023-03-01,Buenos Aires,1 y 2 estrellas,3187.2,""
2023-03-01,Buenos Aires,3 estrellas/boutiques/aparts,7318.9,""
2023-03-01,Buenos Aires,4 y 5 estrellas,9023.4,""
2023-03-01,Buenos Aires,Para Hoteles,3999.7,""
2023-03-01,Buenos Aires,Total,5518,""
2023-03-01,CABA,1 y 2 estrellas,5144,""
2023-03-01,CABA,3 estrellas/boutiques/aparts,11544.2,""
2023-03-01,CABA,4 y 5 estrellas,18337.3,""
2023-03-01,CABA,Para Hoteles,2930.4,""
2023-03-01,CABA,Total,13266.4,""
2023-03-01,Cuyo,1 y 2 estrellas,3147.6,""
2023-03-01,Cuyo,3 estrellas/boutiques/aparts,4473.2,""
2023-03-01,Cuyo,4 y 5 estrellas,15021.6,""
2023-03-01,Cuyo,Para Hoteles,2166.2,""
2023-03-01,Cuyo,Total,6608.8,""
2023-03-01,Córdoba,1 y 2 estrellas,2984.3,""
2023-03-01,Córdoba,3 estrellas/boutiques/aparts,6074.5,""
2023-03-01,Córdoba,4 y 5 estrellas,9863.6,""
2023-03-01,Córdoba,Para Hoteles,5250.3,""
2023-03-01,Córdoba,Total,5375.4,""
2023-03-01,Litoral,1 y 2 estrellas,2088.6,""
2023-03-01,Litoral,3 estrellas/boutiques/aparts,6024.9,""
2023-03-01,Litoral,4 y 5 estrellas,11684.2,""
2023-03-01,Litoral,Para Hoteles,4010.1,""
2023-03-01,Litoral,Total,7198.9,""
2023-03-01,Norte,1 y 2 estrellas,2642.5,""
2023-03-01,Norte,3 estrellas/boutiques/aparts,4565.7,""
2023-03-01,Norte,4 y 5 estrellas,13099.7,""
2023-03-01,Norte,Para Hoteles,2323,""
2023-03-01,Norte,Total,5394.5,""
2023-03-01,Patagonia,1 y 2 estrellas,7426.7,""
2023-03-01,Patagonia,3 estrellas/boutiques/aparts,11080.1,""
2023-03-01,Patagonia,4 y 5 estrellas,20869.3,""
2023-03-01,Patagonia,Para Hoteles,5925.3,""
2023-03-01,Patagonia,Total,11422.7,""
2023-04-01,Buenos Aires,1 y 2 estrellas,2979.7,""
2023-04-01,Buenos Aires,3 estrellas/boutiques/aparts,5895,""
2023-04-01,Buenos Aires,4 y 5 estrellas,7743.4,""
2023-04-01,Buenos Aires,Para Hoteles,2473.5,""
2023-04-01,Buenos Aires,Total,4369,""
2023-04-01,CABA,1 y 2 estrellas,5978,""
2023-04-01,CABA,3 estrellas/boutiques/aparts,12549,""
2023-04-01,CABA,4 y 5 estrellas,18971.3,""
2023-04-01,CABA,Para Hoteles,2595.1,""
2023-04-01,CABA,Total,13804.5,""
2023-04-01,Cuyo,1 y 2 estrellas,3655,""
2023-04-01,Cuyo,3 estrellas/boutiques/aparts,6128.9,""
2023-04-01,Cuyo,4 y 5 estrellas,16335.7,""
2023-04-01,Cuyo,Para Hoteles,1921.3,""
2023-04-01,Cuyo,Total,7623.9,""
2023-04-01,Córdoba,1 y 2 estrellas,2706.6,""
2023-04-01,Córdoba,3 estrellas/boutiques/aparts,6163.5,""
2023-04-01,Córdoba,4 y 5 estrellas,10582.4,""
2023-04-01,Córdoba,Para Hoteles,4800,""
2023-04-01,Córdoba,Total,5295.4,""
2023-04-01,Litoral,1 y 2 estrellas,2241.5,""
2023-04-01,Litoral,3 estrellas/boutiques/aparts,7172.9,""
2023-04-01,Litoral,4 y 5 estrellas,10482.2,""
2023-04-01,Litoral,Para Hoteles,4155.3,""
2023-04-01,Litoral,Total,7153.2,""
2023-04-01,Norte,1 y 2 estrellas,2737.9,""
2023-04-01,Norte,3 estrellas/boutiques/aparts,4887.5,""
2023-04-01,Norte,4 y 5 estrellas,14442.4,""
2023-04-01,Norte,Para Hoteles,2600.4,""
2023-04-01,Norte,Total,5750.1,""
2023-04-01,Patagonia,1 y 2 estrellas,5831.1,""
2023-04-01,Patagonia,3 estrellas/boutiques/aparts,9127.4,""
2023-04-01,Patagonia,4 y 5 estrellas,18013.6,""
2023-04-01,Patagonia,Para Hoteles,4683.1,""
2023-04-01,Patagonia,Total,9869.1,""
2023-05-01,Buenos Aires,1 y 2 estrellas,2290.2,""
2023-05-01,Buenos Aires,3 estrellas/boutiques/aparts,5543.9,""
2023-05-01,Buenos Aires,4 y 5 estrellas,6063.6,""
2023-05-01,Buenos Aires,Para Hoteles,1662,""
2023-05-01,Buenos Aires,Total,3539.7,""
2023-05-01,CABA,1 y 2 estrellas,5862.6,""
2023-05-01,CABA,3 estrellas/boutiques/aparts,12242.4,""
2023-05-01,CABA,4 y 5 estrellas,19677.3,""
2023-05-01,CABA,Para Hoteles,2953.3,""
2023-05-01,CABA,Total,14199.7,""
2023-05-01,Cuyo,1 y 2 estrellas,4098.2,""
2023-05-01,Cuyo,3 estrellas/boutiques/aparts,6186.1,""
2023-05-01,Cuyo,4 y 5 estrellas,22209.8,""
2023-05-01,Cuyo,Para Hoteles,1711.3,""
2023-05-01,Cuyo,Total,9274.9,""
2023-05-01,Córdoba,1 y 2 estrellas,2656.6,""
2023-05-01,Córdoba,3 estrellas/boutiques/aparts,7030.1,""
2023-05-01,Córdoba,4 y 5 estrellas,10904.8,""
2023-05-01,Córdoba,Para Hoteles,4145.6,""
2023-05-01,Córdoba,Total,5339.9,""
2023-05-01,Litoral,1 y 2 estrellas,2540.2,""
2023-05-01,Litoral,3 estrellas/boutiques/aparts,6131.9,""
2023-05-01,Litoral,4 y 5 estrellas,10774.3,""
2023-05-01,Litoral,Para Hoteles,3807,""
2023-05-01,Litoral,Total,6848.6,""
2023-05-01,Norte,1 y 2 estrellas,2767.8,""
2023-05-01,Norte,3 estrellas/boutiques/aparts,4897.6,""
2023-05-01,Norte,4 y 5 estrellas,17472,""
2023-05-01,Norte,Para Hoteles,2245.1,""
2023-05-01,Norte,Total,6284,""
2023-05-01,Patagonia,1 y 2 estrellas,5588.7,""
2023-05-01,Patagonia,3 estrellas/boutiques/aparts,7201.1,""
2023-05-01,Patagonia,4 y 5 estrellas,14256.8,""
2023-05-01,Patagonia,Para Hoteles,3546.8,""
2023-05-01,Patagonia,Total,8018,""
2023-06-01,Buenos Aires,1 y 2 estrellas,1621.1,""
2023-06-01,Buenos Aires,3 estrellas/boutiques/aparts,4543.9,""
2023-06-01,Buenos Aires,4 y 5 estrellas,5942.8,""
2023-06-01,Buenos Aires,Para Hoteles,1731.2,""
2023-06-01,Buenos Aires,Total,3209.5,""
2023-06-01,CABA,1 y 2 estrellas,6778.9,""
2023-06-01,CABA,3 estrellas/boutiques/aparts,14036.7,""
2023-06-01,CABA,4 y 5 estrellas,20247.8,""
2023-06-01,CABA,Para Hoteles,3285.5,""
2023-06-01,CABA,Total,14990.1,""
2023-06-01,Cuyo,1 y 2 estrellas,4096.5,""
2023-06-01,Cuyo,3 estrellas/boutiques/aparts,6291.2,""
2023-06-01,Cuyo,4 y 5 estrellas,20782.5,""
2023-06-01,Cuyo,Para Hoteles,1777.9,""
2023-06-01,Cuyo,Total,8884.9,""
2023-06-01,Córdoba,1 y 2 estrellas,2919.7,""
2023-06-01,Córdoba,3 estrellas/boutiques/aparts,7349.5,""
2023-06-01,Córdoba,4 y 5 estrellas,11690.9,""
