indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2017-02-01,Litoral,Para Hoteles,1597,""
2017-02-01,Norte,1 y 2 estrellas,868,""
2017-02-01,Norte,3 estrellas/boutiques/aparts,1527,""
2017-02-01,Norte,4 y 5 estrellas,2356,""
2017-02-01,Norte,Para Hoteles,1479,""
2017-02-01,Patagonia,1 y 2 estrellas,1860,""
2017-02-01,Patagonia,3 estrellas/boutiques/aparts,3004,""
2017-02-01,Patagonia,4 y 5 estrellas,4086,""
2017-02-01,Patagonia,Para Hoteles,2829,""
2017-03-01,Buenos Aires,1 y 2 estrellas,816,""
2017-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2178,""
2017-03-01,Buenos Aires,4 y 5 estrellas,1736,""
2017-03-01,Buenos Aires,Para Hoteles,2888,""
2017-03-01,CABA,1 y 2 estrellas,879,""
2017-03-01,CABA,3 estrellas/boutiques/aparts,3392,""
2017-03-01,CABA,4 y 5 estrellas,8191,""
2017-03-01,CABA,Para Hoteles,1316,""
2017-03-01,Cuyo,1 y 2 estrellas,778,""
2017-03-01,Cuyo,3 estrellas/boutiques/aparts,1995,""
2017-03-01,Cuyo,4 y 5 estrellas,2719,""
2017-03-01,Cuyo,Para Hoteles,681,""
2017-03-01,Córdoba,1 y 2 estrellas,1248,""
2017-03-01,Córdoba,3 estrellas/boutiques/aparts,1255,""
2017-03-01,Córdoba,4 y 5 estrellas,901,""
2017-03-01,Córdoba,Para Hoteles,1575,""
2017-03-01,Litoral,1 y 2 estrellas,690,""
2017-03-01,Litoral,3 estrellas/boutiques/aparts,1942,""
2017-03-01,Litoral,4 y 5 estrellas,3706,""
2017-03-01,Litoral,Para Hoteles,1397,""
2017-03-01,Norte,1 y 2 estrellas,835,""
2017-03-01,Norte,3 estrellas/boutiques/aparts,1486,""
2017-03-01,Norte,4 y 5 estrellas,2220,""
2017-03-01,Norte,Para Hoteles,1402,""
2017-03-01,Patagonia,1 y 2 estrellas,1678,""
2017-03-01,Patagonia,3 estrellas/boutiques/aparts,2907,""
2017-03-01,Patagonia,4 y 5 estrellas,3856,""
2017-03-01,Patagonia,Para Hoteles,2288,""
2017-04-01,Buenos Aires,1 y 2 estrellas,519,""
2017-04-01,Buenos Aires,3 estrellas/boutiques/aparts,1850,""
2017-04-01,Buenos Aires,4 y 5 estrellas,1670,""
2017-04-01,Buenos Aires,Para Hoteles,2148,""
2017-04-01,CABA,1 y 2 estrellas,835,""
2017-04-01,CABA,3 estrellas/boutiques/aparts,3397,""
2017-04-01,CABA,4 y 5 estrellas,8094,""
2017-04-01,CABA,Para Hoteles,1428,""
2017-04-01,Cuyo,1 y 2 estrellas,759,""
2017-04-01,Cuyo,3 estrellas/boutiques/aparts,1978,""
2017-04-01,Cuyo,4 y 5 estrellas,2765,""
2017-04-01,Cuyo,Para Hoteles,668,""
2017-04-01,Córdoba,1 y 2 estrellas,1137,""
2017-04-01,Córdoba,3 estrellas/boutiques/aparts,1261,""
2017-04-01,Córdoba,4 y 5 estrellas,900,""
2017-04-01,Córdoba,Para Hoteles,1442,""
2017-04-01,Litoral,1 y 2 estrellas,716,""
2017-04-01,Litoral,3 estrellas/boutiques/aparts,1953,""
2017-04-01,Litoral,4 y 5 estrellas,3632,""
2017-04-01,Litoral,Para Hoteles,1364,""
2017-04-01,Norte,1 y 2 estrellas,956,""
2017-04-01,Norte,3 estrellas/boutiques/aparts,1674,""
2017-04-01,Norte,4 y 5 estrellas,2223,""
2017-04-01,Norte,Para Hoteles,1456,""
2017-04-01,Patagonia,1 y 2 estrellas,1486,""
2017-04-01,Patagonia,3 estrellas/boutiques/aparts,2730,""
2017-04-01,Patagonia,4 y 5 estrellas,3577,""
2017-04-01,Patagonia,Para Hoteles,1836,""
2017-05-01,Buenos Aires,1 y 2 estrellas,387,""
2017-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1427,""
2017-05-01,Buenos Aires,4 y 5 estrellas,1382,""
2017-05-01,Buenos Aires,Para Hoteles,1717,""
2017-05-01,CABA,1 y 2 estrellas,805,""
2017-05-01,CABA,3 estrellas/boutiques/aparts,3313,""
2017-05-01,CABA,4 y 5 estrellas,7939,""
2017-05-01,CABA,Para Hoteles,1439,""
2017-05-01,Cuyo,1 y 2 estrellas,725,""
2017-05-01,Cuyo,3 estrellas/boutiques/aparts,1903,""
2017-05-01,Cuyo,4 y 5 estrellas,2742,""
2017-05-01,Cuyo,Para Hoteles,635,""
2017-05-01,Córdoba,1 y 2 estrellas,895,""
2017-05-01,Córdoba,3 estrellas/boutiques/aparts,1172,""
2017-05-01,Córdoba,4 y 5 estrellas,901,""
2017-05-01,Córdoba,Para Hoteles,1105,""
2017-05-01,Litoral,1 y 2 estrellas,683,""
2017-05-01,Litoral,3 estrellas/boutiques/aparts,1862,""
2017-05-01,Litoral,4 y 5 estrellas,3552,""
2017-05-01,Litoral,Para Hoteles,1275,""
2017-05-01,Norte,1 y 2 estrellas,940,""
2017-05-01,Norte,3 estrellas/boutiques/aparts,1624,""
2017-05-01,Norte,4 y 5 estrellas,2222,""
2017-05-01,Norte,Para Hoteles,1337,""
2017-05-01,Patagonia,1 y 2 estrellas,1451,""
2017-05-01,Patagonia,3 estrellas/boutiques/aparts,2450,""
2017-05-01,Patagonia,4 y 5 estrellas,3265,""
2017-05-01,Patagonia,Para Hoteles,1423,""
2017-06-01,Buenos Aires,1 y 2 estrellas,353,""
2017-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1487,""
2017-06-01,Buenos Aires,4 y 5 estrellas,1390,""
2017-06-01,Buenos Aires,Para Hoteles,1726,""
2017-06-01,CABA,1 y 2 estrellas,837,""
2017-06-01,CABA,3 estrellas/boutiques/aparts,3310,""
2017-06-01,CABA,4 y 5 estrellas,8045,""
2017-06-01,CABA,Para Hoteles,1449,""
2017-06-01,Cuyo,1 y 2 estrellas,775,""
2017-06-01,Cuyo,3 estrellas/boutiques/aparts,1913,""
2017-06-01,Cuyo,4 y 5 estrellas,2971,""
2017-06-01,Cuyo,Para Hoteles,657,""
2017-06-01,Córdoba,1 y 2 estrellas,878,""
2017-06-01,Córdoba,3 estrellas/boutiques/aparts,1052,""
2017-06-01,Córdoba,4 y 5 estrellas,883,""
2017-06-01,Córdoba,Para Hoteles,1148,""
2017-06-01,Litoral,1 y 2 estrellas,712,""
2017-06-01,Litoral,3 estrellas/boutiques/aparts,1864,""
2017-06-01,Litoral,4 y 5 estrellas,3563,""
2017-06-01,Litoral,Para Hoteles,1245,""
2017-06-01,Norte,1 y 2 estrellas,1045,""
2017-06-01,Norte,3 estrellas/boutiques/aparts,1825,""
2017-06-01,Norte,4 y 5 estrellas,2303,""
2017-06-01,Norte,Para Hoteles,1328,""
2017-06-01,Patagonia,1 y 2 estrellas,1371,""
2017-06-01,Patagonia,3 estrellas/boutiques/aparts,2588,""
2017-06-01,Patagonia,4 y 5 estrellas,3384,""
2017-06-01,Patagonia,Para Hoteles,1411,""
2017-07-01,Buenos Aires,1 y 2 estrellas,389,""
2017-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1610,""
2017-07-01,Buenos Aires,4 y 5 estrellas,1317,""
2017-07-01,Buenos Aires,Para Hoteles,1700,""
2017-07-01,CABA,1 y 2 estrellas,842,""
2017-07-01,CABA,3 estrellas/boutiques/aparts,3272,""
2017-07-01,CABA,4 y 5 estrellas,8073,""
2017-07-01,CABA,Para Hoteles,1450,""
2017-07-01,Cuyo,1 y 2 estrellas,829,""
2017-07-01,Cuyo,3 estrellas/boutiques/aparts,2003,""
2017-07-01,Cuyo,4 y 5 estrellas,2997,""
2017-07-01,Cuyo,Para Hoteles,749,""
2017-07-01,Córdoba,1 y 2 estrellas,1189,""
2017-07-01,Córdoba,3 estrellas/boutiques/aparts,1220,""
2017-07-01,Córdoba,4 y 5 estrellas,905,""
2017-07-01,Córdoba,Para Hoteles,1492,""
2017-07-01,Litoral,1 y 2 estrellas,687,""
2017-07-01,Litoral,3 estrellas/boutiques/aparts,1925,""
2017-07-01,Litoral,4 y 5 estrellas,3618,""
2017-07-01,Litoral,Para Hoteles,1439,""
2017-07-01,Norte,1 y 2 estrellas,1137,""
2017-07-01,Norte,3 estrellas/boutiques/aparts,1844,""
2017-07-01,Norte,4 y 5 estrellas,2501,""
2017-07-01,Norte,Para Hoteles,1525,""
2017-07-01,Patagonia,1 y 2 estrellas,1720,""
2017-07-01,Patagonia,3 estrellas/boutiques/aparts,2665,""
2017-07-01,Patagonia,4 y 5 estrellas,3693,""
2017-07-01,Patagonia,Para Hoteles,1944,""
2017-08-01,Buenos Aires,1 y 2 estrellas,381,""
2017-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1616,""
2017-08-01,Buenos Aires,4 y 5 estrellas,1371,""
2017-08-01,Buenos Aires,Para Hoteles,1699,""
2017-08-01,CABA,1 y 2 estrellas,842,""
2017-08-01,CABA,3 estrellas/boutiques/aparts,3205,""
2017-08-01,CABA,4 y 5 estrellas,8036,""
2017-08-01,CABA,Para Hoteles,1372,""
2017-08-01,Cuyo,1 y 2 estrellas,768,""
2017-08-01,Cuyo,3 estrellas/boutiques/aparts,1871,""
2017-08-01,Cuyo,4 y 5 estrellas,3010,""
2017-08-01,Cuyo,Para Hoteles,653,""
2017-08-01,Córdoba,1 y 2 estrellas,1071,""
2017-08-01,Córdoba,3 estrellas/boutiques/aparts,1236,""
2017-08-01,Córdoba,4 y 5 estrellas,899,""
2017-08-01,Córdoba,Para Hoteles,1374,""
2017-08-01,Litoral,1 y 2 estrellas,698,""
2017-08-01,Litoral,3 estrellas/boutiques/aparts,1920,""
2017-08-01,Litoral,4 y 5 estrellas,3588,""
2017-08-01,Litoral,Para Hoteles,1421,""
2017-08-01,Norte,1 y 2 estrellas,1071,""
2017-08-01,Norte,3 estrellas/boutiques/aparts,1774,""
2017-08-01,Norte,4 y 5 estrellas,2419,""
2017-08-01,Norte,Para Hoteles,1410,""
2017-08-01,Patagonia,1 y 2 estrellas,1788,""
2017-08-01,Patagonia,3 estrellas/boutiques/aparts,2618,""
2017-08-01,Patagonia,4 y 5 estrellas,3810,""
2017-08-01,Patagonia,Para Hoteles,1972,""
2017-09-01,Buenos Aires,1 y 2 estrellas,398,""
2017-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1694,""
2017-09-01,Buenos Aires,4 y 5 estrellas,1432,""
2017-09-01,Buenos Aires,Para Hoteles,1769,""
2017-09-01,CABA,1 y 2 estrellas,849,""
2017-09-01,CABA,3 estrellas/boutiques/aparts,3186,""
2017-09-01,CABA,4 y 5 estrellas,8192,""
2017-09-01,CABA,Para Hoteles,1363,""
2017-09-01,Cuyo,1 y 2 estrellas,778,""
2017-09-01,Cuyo,3 estrellas/boutiques/aparts,1901,""
2017-09-01,Cuyo,4 y 5 estrellas,3178,""
2017-09-01,Cuyo,Para Hoteles,679,""
2017-09-01,Córdoba,1 y 2 estrellas,1096,""
2017-09-01,Córdoba,3 estrellas/boutiques/aparts,1205,""
2017-09-01,Córdoba,4 y 5 estrellas,902,""
2017-09-01,Córdoba,Para Hoteles,1290,""
2017-09-01,Litoral,1 y 2 estrellas,674,""
2017-09-01,Litoral,3 estrellas/boutiques/aparts,1898,""
2017-09-01,Litoral,4 y 5 estrellas,3691,""
2017-09-01,Litoral,Para Hoteles,1323,""
2017-09-01,Norte,1 y 2 estrellas,1106,""
2017-09-01,Norte,3 estrellas/boutiques/aparts,1721,""
2017-09-01,Norte,4 y 5 estrellas,2401,""
2017-09-01,Norte,Para Hoteles,1414,""
2017-09-01,Patagonia,1 y 2 estrellas,1678,""
2017-09-01,Patagonia,3 estrellas/boutiques/aparts,2664,""
2017-09-01,Patagonia,4 y 5 estrellas,3982,""
2017-09-01,Patagonia,Para Hoteles,1823,""
2017-10-01,Buenos Aires,1 y 2 estrellas,487,""
2017-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1879,""
2017-10-01,Buenos Aires,4 y 5 estrellas,1627,""
2017-10-01,Buenos Aires,Para Hoteles,2206,""
2017-10-01,CABA,1 y 2 estrellas,828,""
2017-10-01,CABA,3 estrellas/boutiques/aparts,3149,""
2017-10-01,CABA,4 y 5 estrellas,8265,""
2017-10-01,CABA,Para Hoteles,1325,""
2017-10-01,Cuyo,1 y 2 estrellas,788,""
2017-10-01,Cuyo,3 estrellas/boutiques/aparts,2007,""
2017-10-01,Cuyo,4 y 5 estrellas,2759,""
2017-10-01,Cuyo,Para Hoteles,638,""
2017-10-01,Córdoba,1 y 2 estrellas,1086,""
2017-10-01,Córdoba,3 estrellas/boutiques/aparts,1277,""
2017-10-01,Córdoba,4 y 5 estrellas,917,""
2017-10-01,Córdoba,Para Hoteles,1451,""
2017-10-01,Litoral,1 y 2 estrellas,672,""
2017-10-01,Litoral,3 estrellas/boutiques/aparts,1882,""
2017-10-01,Litoral,4 y 5 estrellas,3666,""
2017-10-01,Litoral,Para Hoteles,1400,""
2017-10-01,Norte,1 y 2 estrellas,932,""
2017-10-01,Norte,3 estrellas/boutiques/aparts,1635,""
2017-10-01,Norte,4 y 5 estrellas,2397,""
2017-10-01,Norte,Para Hoteles,1411,""
2017-10-01,Patagonia,1 y 2 estrellas,1648,""
2017-10-01,Patagonia,3 estrellas/boutiques/aparts,2622,""
2017-10-01,Patagonia,4 y 5 estrellas,3845,""
2017-10-01,Patagonia,Para Hoteles,1804,""
2017-11-01,Buenos Aires,1 y 2 estrellas,543,""
2017-11-01,Buenos Aires,3 estrellas/boutiques/aparts,1911,""
2017-11-01,Buenos Aires,4 y 5 estrellas,1747,""
2017-11-01,Buenos Aires,Para Hoteles,2357,""
2017-11-01,CABA,1 y 2 estrellas,825,""
2017-11-01,CABA,3 estrellas/boutiques/aparts,3116,""
2017-11-01,CABA,4 y 5 estrellas,8198,""
2017-11-01,CABA,Para Hoteles,1297,""
2017-11-01,Cuyo,1 y 2 estrellas,807,""
2017-11-01,Cuyo,3 estrellas/boutiques/aparts,1930,""
2017-11-01,Cuyo,4 y 5 estrellas,2797,""
2017-11-01,Cuyo,Para Hoteles,636,""
2017-11-01,Córdoba,1 y 2 estrellas,1166,""
2017-11-01,Córdoba,3 estrellas/boutiques/aparts,1273,""
2017-11-01,Córdoba,4 y 5 estrellas,915,""
2017-11-01,Córdoba,Para Hoteles,1321,""
2017-11-01,Litoral,1 y 2 estrellas,710,""
2017-11-01,Litoral,3 estrellas/boutiques/aparts,1853,""
2017-11-01,Litoral,4 y 5 estrellas,3746,""
2017-11-01,Litoral,Para Hoteles,1372,""
2017-11-01,Norte,1 y 2 estrellas,868,""
2017-11-01,Norte,3 estrellas/boutiques/aparts,1636,""
2017-11-01,Norte,4 y 5 estrellas,2306,""
2017-11-01,Norte,Para Hoteles,1368,""
2017-11-01,Patagonia,1 y 2 estrellas,1390,""
2017-11-01,Patagonia,3 estrellas/boutiques/aparts,2685,""
2017-11-01,Patagonia,4 y 5 estrellas,3824,""
2017-11-01,Patagonia,Para Hoteles,2025,""
2017-12-01,Buenos Aires,1 y 2 estrellas,899,""
2017-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2274,""
2017-12-01,Buenos Aires,4 y 5 estrellas,2027,""
2017-12-01,Buenos Aires,Para Hoteles,2557,""
2017-12-01,CABA,1 y 2 estrellas,824,""
2017-12-01,CABA,3 estrellas/boutiques/aparts,3174,""
2017-12-01,CABA,4 y 5 estrellas,8157,""
2017-12-01,CABA,Para Hoteles,1315,""
2017-12-01,Cuyo,1 y 2 estrellas,702,""
2017-12-01,Cuyo,3 estrellas/boutiques/aparts,1831,""
2017-12-01,Cuyo,4 y 5 estrellas,2771,""
2017-12-01,Cuyo,Para Hoteles,628,""
2017-12-01,Córdoba,1 y 2 estrellas,1130,""
2017-12-01,Córdoba,3 estrellas/boutiques/aparts,1309,""
2017-12-01,Córdoba,4 y 5 estrellas,907,""
2017-12-01,Córdoba,Para Hoteles,1346,""
2017-12-01,Litoral,1 y 2 estrellas,712,""
2017-12-01,Litoral,3 estrellas/boutiques/aparts,1889,""
2017-12-01,Litoral,4 y 5 estrellas,3842,""
2017-12-01,Litoral,Para Hoteles,1376,""
2017-12-01,Norte,1 y 2 estrellas,778,""
2017-12-01,Norte,3 estrellas/boutiques/aparts,1464,""
2017-12-01,Norte,4 y 5 estrellas,2299,""
2017-12-01,Norte,Para Hoteles,1322,""
2017-12-01,Patagonia,1 y 2 estrellas,1458,""
2017-12-01,Patagonia,3 estrellas/boutiques/aparts,2600,""
2017-12-01,Patagonia,4 y 5 estrellas,4040,""
2017-12-01,Patagonia,Para Hoteles,2163,""
2018-01-01,Buenos Aires,1 y 2 estrellas,2074,""
2018-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3250,""
2018-01-01,Buenos Aires,4 y 5 estrellas,2052,""
2018-01-01,Buenos Aires,Para Hoteles,3673,""
2018-01-01,CABA,1 y 2 estrellas,809,""
2018-01-01,CABA,3 estrellas/boutiques/aparts,3061,""
2018-01-01,CABA,4 y 5 estrellas,7962,""
2018-01-01,CABA,Para Hoteles,1199,""
2018-01-01,Cuyo,1 y 2 estrellas,852,""
2018-01-01,Cuyo,3 estrellas/boutiques/aparts,1912,""
2018-01-01,Cuyo,4 y 5 estrellas,2905,""
2018-01-01,Cuyo,Para Hoteles,779,""
2018-01-01,Córdoba,1 y 2 estrellas,1531,""
2018-01-01,Córdoba,3 estrellas/boutiques/aparts,1619,""
2018-01-01,Córdoba,4 y 5 estrellas,1008,""
2018-01-01,Córdoba,Para Hoteles,2187,""
2018-01-01,Litoral,1 y 2 estrellas,666,""
2018-01-01,Litoral,3 estrellas/boutiques/aparts,1858,""
2018-01-01,Litoral,4 y 5 estrellas,3911,""
2018-01-01,Litoral,Para Hoteles,1452,""
2018-01-01,Norte,1 y 2 estrellas,869,""
2018-01-01,Norte,3 estrellas/boutiques/aparts,1234,""
2018-01-01,Norte,4 y 5 estrellas,2311,""
2018-01-01,Norte,Para Hoteles,1470,""
2018-01-01,Patagonia,1 y 2 estrellas,1737,""
2018-01-01,Patagonia,3 estrellas/boutiques/aparts,2762,""
2018-01-01,Patagonia,4 y 5 estrellas,3944,""
2018-01-01,Patagonia,Para Hoteles,2755,""
2018-02-01,Buenos Aires,1 y 2 estrellas,2046,""
2018-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3264,""
2018-02-01,Buenos Aires,4 y 5 estrellas,2115,""
2018-02-01,Buenos Aires,Para Hoteles,3444,""
2018-02-01,CABA,1 y 2 estrellas,821,""
2018-02-01,CABA,3 estrellas/boutiques/aparts,3042,""
2018-02-01,CABA,4 y 5 estrellas,7764,""
2018-02-01,CABA,Para Hoteles,1219,""
2018-02-01,Cuyo,1 y 2 estrellas,885,""
2018-02-01,Cuyo,3 estrellas/boutiques/aparts,1956,""
2018-02-01,Cuyo,4 y 5 estrellas,2924,""
2018-02-01,Cuyo,Para Hoteles,776,""
2018-02-01,Córdoba,1 y 2 estrellas,1550,""
2018-02-01,Córdoba,3 estrellas/boutiques/aparts,1558,""
2018-02-01,Córdoba,4 y 5 estrellas,1005,""
2018-02-01,Córdoba,Para Hoteles,2225,""
2018-02-01,Litoral,1 y 2 estrellas,724,""
2018-02-01,Litoral,3 estrellas/boutiques/aparts,1853,""
2018-02-01,Litoral,4 y 5 estrellas,3816,""
2018-02-01,Litoral,Para Hoteles,1449,""
2018-02-01,Norte,1 y 2 estrellas,901,""
2018-02-01,Norte,3 estrellas/boutiques/aparts,1304,""
2018-02-01,Norte,4 y 5 estrellas,2411,""
2018-02-01,Norte,Para Hoteles,1532,""
2018-02-01,Patagonia,1 y 2 estrellas,1554,""
2018-02-01,Patagonia,3 estrellas/boutiques/aparts,2576,""
2018-02-01,Patagonia,4 y 5 estrellas,3971,""
2018-02-01,Patagonia,Para Hoteles,2615,""
2018-03-01,Buenos Aires,1 y 2 estrellas,1259,""
2018-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2661,""
2018-03-01,Buenos Aires,4 y 5 estrellas,1863,""
2018-03-01,Buenos Aires,Para Hoteles,2793,""
2018-03-01,CABA,1 y 2 estrellas,802,""
2018-03-01,CABA,3 estrellas/boutiques/aparts,3047,""
2018-03-01,CABA,4 y 5 estrellas,8225,""
2018-03-01,CABA,Para Hoteles,1259,""
2018-03-01,Cuyo,1 y 2 estrellas,872,""
2018-03-01,Cuyo,3 estrellas/boutiques/aparts,1938,""
2018-03-01,Cuyo,4 y 5 estrellas,2919,""
2018-03-01,Cuyo,Para Hoteles,665,""
2018-03-01,Córdoba,1 y 2 estrellas,1328,""
2018-03-01,Córdoba,3 estrellas/boutiques/aparts,1514,""
2018-03-01,Córdoba,4 y 5 estrellas,949,""
2018-03-01,Córdoba,Para Hoteles,1811,""
2018-03-01,Litoral,1 y 2 estrellas,748,""
2018-03-01,Litoral,3 estrellas/boutiques/aparts,1836,""
2018-03-01,Litoral,4 y 5 estrellas,3844,""
2018-03-01,Litoral,Para Hoteles,1436,""
2018-03-01,Norte,1 y 2 estrellas,937,""
2018-03-01,Norte,3 estrellas/boutiques/aparts,1319,""
2018-03-01,Norte,4 y 5 estrellas,2314,""
2018-03-01,Norte,Para Hoteles,1449,""
2018-03-01,Patagonia,1 y 2 estrellas,1150,""
2018-03-01,Patagonia,3 estrellas/boutiques/aparts,2490,""
2018-03-01,Patagonia,4 y 5 estrellas,3912,""
2018-03-01,Patagonia,Para Hoteles,2315,""
2018-04-01,Buenos Aires,1 y 2 estrellas,688,""
2018-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2004,""
2018-04-01,Buenos Aires,4 y 5 estrellas,1567,""
2018-04-01,Buenos Aires,Para Hoteles,1970,""
2018-04-01,CABA,1 y 2 estrellas,796,""
2018-04-01,CABA,3 estrellas/boutiques/aparts,3041,""
2018-04-01,CABA,4 y 5 estrellas,7901,""
2018-04-01,CABA,Para Hoteles,1212,""
2018-04-01,Cuyo,1 y 2 estrellas,864,""
2018-04-01,Cuyo,3 estrellas/boutiques/aparts,1868,""
2018-04-01,Cuyo,4 y 5 estrellas,2803,""
2018-04-01,Cuyo,Para Hoteles,605,""
2018-04-01,Córdoba,1 y 2 estrellas,1110,""
2018-04-01,Córdoba,3 estrellas/boutiques/aparts,1336,""
2018-04-01,Córdoba,4 y 5 estrellas,952,""
2018-04-01,Córdoba,Para Hoteles,1547,""
2018-04-01,Litoral,1 y 2 estrellas,715,""
2018-04-01,Litoral,3 estrellas/boutiques/aparts,1890,""
2018-04-01,Litoral,4 y 5 estrellas,3751,""
2018-04-01,Litoral,Para Hoteles,1344,""
2018-04-01,Norte,1 y 2 estrellas,1086,""
2018-04-01,Norte,3 estrellas/boutiques/aparts,1874,""
2018-04-01,Norte,4 y 5 estrellas,2383,""
2018-04-01,Norte,Para Hoteles,1445,""
2018-04-01,Patagonia,1 y 2 estrellas,979,""
2018-04-01,Patagonia,3 estrellas/boutiques/aparts,2244,""
2018-04-01,Patagonia,4 y 5 estrellas,3825,""
2018-04-01,Patagonia,Para Hoteles,1810,""
2018-05-01,Buenos Aires,1 y 2 estrellas,570,""
2018-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1582,""
2018-05-01,Buenos Aires,4 y 5 estrellas,1300,""
2018-05-01,Buenos Aires,Para Hoteles,1674,""
2018-05-01,CABA,1 y 2 estrellas,786,""
2018-05-01,CABA,3 estrellas/boutiques/aparts,2879,""
2018-05-01,CABA,4 y 5 estrellas,7752,""
2018-05-01,CABA,Para Hoteles,1157,""
2018-05-01,Cuyo,1 y 2 estrellas,855,""
2018-05-01,Cuyo,3 estrellas/boutiques/aparts,1921,""
2018-05-01,Cuyo,4 y 5 estrellas,3122,""
2018-05-01,Cuyo,Para Hoteles,534,""
2018-05-01,Córdoba,1 y 2 estrellas,1018,""
2018-05-01,Córdoba,3 estrellas/boutiques/aparts,1362,""
2018-05-01,Córdoba,4 y 5 estrellas,952,""
2018-05-01,Córdoba,Para Hoteles,1269,""
2018-05-01,Litoral,1 y 2 estrellas,712,""
2018-05-01,Litoral,3 estrellas/boutiques/aparts,1863,""
2018-05-01,Litoral,4 y 5 estrellas,3681,""
2018-05-01,Litoral,Para Hoteles,1328,""
2018-05-01,Norte,1 y 2 estrellas,1067,""
2018-05-01,Norte,3 estrellas/boutiques/aparts,1800,""
2018-05-01,Norte,4 y 5 estrellas,2311,""
2018-05-01,Norte,Para Hoteles,1473,""
2018-05-01,Patagonia,1 y 2 estrellas,950,""
2018-05-01,Patagonia,3 estrellas/boutiques/aparts,2066,""
2018-05-01,Patagonia,4 y 5 estrellas,3219,""
2018-05-01,Patagonia,Para Hoteles,1471,""
2018-06-01,Buenos Aires,1 y 2 estrellas,570,""
2018-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1502,""
2018-06-01,Buenos Aires,4 y 5 estrellas,1277,""
2018-06-01,Buenos Aires,Para Hoteles,1594,""
2018-06-01,CABA,1 y 2 estrellas,784,""
2018-06-01,CABA,3 estrellas/boutiques/aparts,2861,""
2018-06-01,CABA,4 y 5 estrellas,7825,""
2018-06-01,CABA,Para Hoteles,1191,""
2018-06-01,Cuyo,1 y 2 estrellas,811,""
2018-06-01,Cuyo,3 estrellas/boutiques/aparts,1944,""
2018-06-01,Cuyo,4 y 5 estrellas,2816,""
2018-06-01,Cuyo,Para Hoteles,562,""
2018-06-01,Córdoba,1 y 2 estrellas,1022,""
2018-06-01,Córdoba,3 estrellas/boutiques/aparts,1166,""
2018-06-01,Córdoba,4 y 5 estrellas,952,""
2018-06-01,Córdoba,Para Hoteles,1328,""
2018-06-01,Litoral,1 y 2 estrellas,697,""
2018-06-01,Litoral,3 estrellas/boutiques/aparts,1859,""
2018-06-01,Litoral,4 y 5 estrellas,3728,""
2018-06-01,Litoral,Para Hoteles,1267,""
2018-06-01,Norte,1 y 2 estrellas,1053,""
2018-06-01,Norte,3 estrellas/boutiques/aparts,1613,""
2018-06-01,Norte,4 y 5 estrellas,2333,""
2018-06-01,Norte,Para Hoteles,1392,""
2018-06-01,Patagonia,1 y 2 estrellas,996,""
2018-06-01,Patagonia,3 estrellas/boutiques/aparts,2236,""
2018-06-01,Patagonia,4 y 5 estrellas,3465,""
2018-06-01,Patagonia,Para Hoteles,1570,""
2018-07-01,Buenos Aires,1 y 2 estrellas,617,""
2018-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1689,""
2018-07-01,Buenos Aires,4 y 5 estrellas,1399,""
2018-07-01,Buenos Aires,Para Hoteles,1578,""
2018-07-01,CABA,1 y 2 estrellas,791,""
2018-07-01,CABA,3 estrellas/boutiques/aparts,2795,""
2018-07-01,CABA,4 y 5 estrellas,7767,""
2018-07-01,CABA,Para Hoteles,1192,""
2018-07-01,Cuyo,1 y 2 estrellas,892,""
2018-07-01,Cuyo,3 estrellas/boutiques/aparts,1963,""
2018-07-01,Cuyo,4 y 5 estrellas,3054,""
2018-07-01,Cuyo,Para Hoteles,702,""
2018-07-01,Córdoba,1 y 2 estrellas,1192,""
2018-07-01,Córdoba,3 estrellas/boutiques/aparts,1386,""
2018-07-01,Córdoba,4 y 5 estrellas,976,""
2018-07-01,Córdoba,Para Hoteles,1884,""
2018-07-01,Litoral,1 y 2 estrellas,699,""
2018-07-01,Litoral,3 estrellas/boutiques/aparts,1854,""
2018-07-01,Litoral,4 y 5 estrellas,3624,""
2018-07-01,Litoral,Para Hoteles,1349,""
2018-07-01,Norte,1 y 2 estrellas,1112,""
2018-07-01,Norte,3 estrellas/boutiques/aparts,1711,""
2018-07-01,Norte,4 y 5 estrellas,2334,""
2018-07-01,Norte,Para Hoteles,1571,""
2018-07-01,Patagonia,1 y 2 estrellas,1482,""
2018-07-01,Patagonia,3 estrellas/boutiques/aparts,2509,""
2018-07-01,Patagonia,4 y 5 estrellas,3804,""
